cancellation_id,listing_id,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month
805,7807658,f,flexible,1,0.21
806,1589461,f,strict,34,0.18
807,9303530,f,moderate,11,0.88
808,7809718,f,flexible,1,1.11
809,140331,f,moderate,1,1.68
810,9462315,f,flexible,1,
811,565703,t,flexible,3,4.67
812,1147349,f,strict,1,0.51
813,7262358,f,strict,1,0.37
814,723723,f,strict,2,1.25
815,4757025,t,moderate,1,6.92
816,3334052,f,strict,3,2.66
817,7036707,f,strict,1,4.55
818,5272327,f,strict,1,3.77
819,3921664,f,moderate,1,2
820,9974658,f,strict,2,
821,2727984,f,strict,2,0.23
822,794633,t,strict,1,8.31
823,3959442,f,moderate,1,4.27
824,6761267,t,moderate,1,7.57
825,6824408,f,strict,2,0.53
826,2526129,f,strict,1,0.16
827,7859906,f,flexible,2,3.19
828,9636248,f,flexible,1,
829,4623541,f,flexible,1,1.94
830,1970725,f,strict,1,2.19
831,4418480,t,flexible,1,0.65
832,911001,f,moderate,2,
833,6670332,f,moderate,1,2.38
834,1249060,t,strict,1,2.41
835,1566487,f,moderate,1,3.62
836,9711153,f,flexible,2,5.62
837,444221,t,strict,4,1.85
838,1018204,t,strict,4,2.41
839,4856986,f,strict,4,0.75
840,2130652,f,flexible,2,3.98
841,5524530,f,strict,5,0.85
842,9216874,f,strict,1,0.98
843,7971395,f,moderate,1,2.63
844,2593263,f,moderate,4,2.53
845,443580,t,strict,4,2.27
846,1614502,t,strict,1,3.7
847,4477426,t,moderate,1,2.33
848,7648716,f,strict,4,0.97
849,9696912,f,moderate,2,
850,3585592,f,moderate,1,0.57
851,3757858,f,flexible,2,0.95
852,7219838,f,flexible,1,3.72
853,6022715,f,flexible,1,0.16
854,7685745,f,flexible,1,2.09
855,4565370,f,flexible,2,2.47
856,4783817,f,flexible,1,0.85
857,2593176,f,moderate,4,3.13
858,3143227,f,moderate,4,3.64
859,1214306,f,strict,2,3.02
860,9448215,f,flexible,3,1
861,9369481,f,flexible,3,
862,3533224,f,moderate,1,7.63
863,443736,t,strict,4,1.14
864,6675927,f,flexible,2,7
865,1772119,f,strict,5,2.77
866,7808495,f,moderate,2,0.84
867,4539948,t,strict,1,2.65
868,7768727,f,flexible,2,3.61
869,769213,f,strict,1,6.1
870,5328449,f,moderate,1,3.83
871,1763809,f,moderate,4,3.25
872,1499596,t,moderate,2,0.45
873,4737727,f,flexible,1,0.6
874,8242212,f,flexible,2,2.31
875,8186781,f,moderate,1,4.17
876,7229015,f,strict,1,4.92
877,5814207,f,flexible,1,
878,2274086,f,moderate,1,0.86
879,4387985,f,strict,1,3.29
880,9909445,t,moderate,1,
881,7664899,f,flexible,1,0.61
882,4773614,f,flexible,1,0.16
883,3946674,f,flexible,2,2.17
884,8616488,f,strict,1,4.18
885,7518316,f,moderate,1,0.71
886,5259194,f,flexible,3,8.73
887,9256702,f,strict,1,1.8
888,9240289,f,flexible,1,
889,2032805,f,strict,5,2.13
890,3751503,f,flexible,2,1.85
891,7581974,f,strict,4,1.57
892,6558980,f,strict,1,0.71
893,2399736,f,flexible,2,3.61
894,8674765,f,flexible,1,
895,6004165,f,flexible,1,3
896,1826155,f,strict,5,3.11
897,4857192,f,strict,4,1.54
898,7748905,f,strict,1,4.83
899,973859,f,strict,2,2.62
900,6716380,f,moderate,1,1.51
901,7953211,f,flexible,3,0.9
902,5241773,f,flexible,3,9.34
903,3144597,f,flexible,1,2.3
904,7698916,f,strict,1,2.78
905,7305969,f,moderate,1,4.66
906,5069495,f,strict,2,3.21
907,1817878,f,flexible,1,0.16
908,4430381,f,strict,3,0.36
909,6528192,f,strict,1,2.86
910,3177005,f,strict,1,0.16
911,4430233,f,strict,3,0.41
912,670009,f,strict,3,1.36
913,4577542,f,flexible,1,2.52
914,6764646,f,strict,1,0.69
915,4256705,f,moderate,1,0.78
916,8812578,f,flexible,2,0.47
917,341454,f,strict,3,
918,8195629,f,flexible,2,2.7
919,2577625,f,strict,1,0.41
920,555858,f,strict,3,0.3
921,4814811,f,strict,1,2.28
922,9484823,f,flexible,3,
923,660603,f,moderate,2,0.26
924,3940265,f,strict,2,2.39
925,7500976,f,strict,1,0.58
926,9516608,f,strict,1,0.73
927,9712716,f,moderate,2,3
928,5813657,f,strict,8,2.42
929,8884826,f,moderate,1,3
930,1978743,f,strict,5,2.15
931,6091789,f,strict,1,0.19
932,6165353,f,moderate,1,0.61
933,1244053,f,moderate,2,1.05
934,8508223,f,strict,10,0.35
935,6991188,t,flexible,3,3
936,7344117,t,strict,1,5.68
937,9506766,f,moderate,1,1.4
938,6451305,f,strict,1,3.55
939,7531405,f,strict,1,2.45
940,9612147,t,strict,1,2
941,666897,f,flexible,3,2.16
942,4061051,f,strict,1,0.38
943,3394338,f,moderate,1,1.09
944,4238106,f,flexible,1,1.5
945,7350059,t,moderate,1,3.16
946,5262750,f,strict,1,3.37
947,2802844,f,moderate,2,1.07
948,3123632,f,strict,1,0.45
949,3024336,f,moderate,1,2.11
950,8652185,f,strict,1,0.77
951,10192213,f,moderate,1,
952,3970736,f,strict,1,3.11
953,4546924,t,strict,1,3.2
954,2760901,f,flexible,1,0.79
955,3490239,f,moderate,1,0.42
956,3416217,f,moderate,1,1.68
957,5537833,f,strict,1,0.71
958,8372562,f,moderate,1,1
959,8866960,f,moderate,1,1.27
960,3354614,t,moderate,1,1.56
961,8953857,f,strict,1,
962,7093738,f,strict,5,0.23
963,5277900,f,strict,1,1.04
964,1171574,f,flexible,2,5.04
965,1818754,f,strict,1,
966,74328,f,strict,1,0.95
967,6728017,f,moderate,1,0.2
968,2612399,f,flexible,2,3.12
969,2515795,f,strict,1,1.3
970,7093910,f,strict,5,0.46
971,4170863,f,moderate,1,0.32
972,7941079,f,strict,3,1.54
973,1442973,t,strict,1,0.5
974,4396961,f,flexible,4,3.6
975,5859152,f,strict,3,3.31
976,8555794,f,flexible,3,
977,2112625,f,flexible,1,0.75
978,8814802,f,flexible,1,
979,8273948,f,moderate,1,3.55
980,319768,f,moderate,1,0.11
981,1961671,f,strict,2,0.9
982,3691288,f,strict,1,2.83
983,8703557,f,flexible,1,
984,8525338,f,flexible,3,
985,8049470,f,flexible,1,3.41
986,1455908,f,flexible,1,1.13
987,8525825,f,flexible,3,0.31
988,3463245,t,moderate,2,1.14
989,4172364,f,flexible,4,3.46
990,3728802,f,strict,1,0.18
991,6512378,f,flexible,1,1.63
992,785830,f,moderate,1,0.12
993,8616606,f,moderate,1,5
994,5078244,f,flexible,1,5.98
995,7921278,f,strict,2,2.36
996,8016610,f,strict,1,1.75
997,4468524,f,flexible,4,3.09
998,8424532,f,strict,1,0.67
999,6990882,t,strict,5,5.41
1000,4017140,f,flexible,1,2.33
