listing_id,listing_url,name
3889330,https://www.airbnb.com/rooms/3889330,Lake Union Hacker House - 1FL 4p 1U
1184846,https://www.airbnb.com/rooms/1184846,South Wallingford Casita
3626162,https://www.airbnb.com/rooms/3626162,"Wallingford haven, private full apt"
456040,https://www.airbnb.com/rooms/456040, Walking distance to Greenlake.
9033154,https://www.airbnb.com/rooms/9033154,The Wallingford Bungalow
4340838,https://www.airbnb.com/rooms/4340838,Great Greenlake studio apartment 
808811,https://www.airbnb.com/rooms/808811,GREENLAKE HOME - Great location!
7368030,https://www.airbnb.com/rooms/7368030,Convenient Apt Central Wallingford
522287,https://www.airbnb.com/rooms/522287,1911 House in Wallingford/Fremont
1940787,https://www.airbnb.com/rooms/1940787,Wallingford 2 Bedroom Cozy Craftman
3732103,https://www.airbnb.com/rooms/3732103,Lake Union Hacker House - 2FL 4p 1U
43373,https://www.airbnb.com/rooms/43373,Big sunny central house with view!
5126365,https://www.airbnb.com/rooms/5126365,Modern and Cozy Bedroom
7182584,https://www.airbnb.com/rooms/7182584,Cute Green Lake Cabin
5325214,https://www.airbnb.com/rooms/5325214,Cozy Greenlake basement studio
